Id	Spelling	Transcription
L13S05	Flickan känner min kusin	[ f l ² ɪ kː . a n ], [ ɕ ˈ ɛ̝ nː . e̞ r ], [ m ˈ ɪ nː ], [ k ʉ . s ˈ iː n ]
L13S06	Spaden i sandlådan var gul	[ s p ² ɑː . d e̞ n ], [ ˈ iː ], [ s ² a nː d . l ˌ oː . d a n ], [ v ˈ ɑː ], [ ɡ ˈ ʉː l ]
L13S07	Min morbror ska cykla till Norge	[ m ˈ ɪ nː ], [ m ² ʊ rː . b r ˌ ʊ rː ], [ s k ˈ ɑː ], [ s ² ʏ kː . l a ], [ t ˈ ɪ ], [ n ˈ ɔ rː . ʝ e̞ ]
L13S08	Två svarta skjortor hängde på tork	[ t v ˈ oː ], [ s v ² a ʈː . a ], [ ɧ ² ʊ ʈː . ʊ r ], [ h ² ɛ̝ ŋː . d e̞ ], [ p ˈ oː ], [ t ˈ ɔ rː k ]
L13S09	Flickan hittade inte rätt väg	[ f l ² ɪ kː . a n ], [ h ² ɪ tː . a . d e̞ ], [ ² ɪ nː . t e̞ ], [ r ˈ ɛ̝ tː ], [ v ˈ ɛː ɡ ]
L14S00	Läraren tränar efter skolan	[ l ² ɛː . r a . r e̞ n ], [ t r ² ɛː . n a r ], [ ² ɛ̝ fː . t e̞ r ], [ s k ² uː . l a n ]
L14S01	En gul ros blev gruppens symbol	[ ˈ ɛ̝ nː ], [ ɡ ˈ ʉː l ], [ r ˈ uː s ], [ b l ˈ eː v ], [ ɡ r ˈ ɵ pː . e̞ n s ], [ s ʏ m . b ˈ oː l ]
L14S02	Tyskarna bodde hos morfar	[ t ² ʏ sː . k a . ɳ a ], [ b ² ʊ dː . e̞ ], [ h ˈ ʊ sː ], [ m ² ʊ rː . f ˌ a rː ]
L14S03	Ljuset brinner långsamt	[ ʝ ˈ ʉː . s e̞ t ], [ b r ˈ ɪ nː . e̞ r ], [ l ² ɔ ŋː . s ˌ a mː t ]
L14S04	Mamma ska baka en paj	[ m ² a mː . a ], [ s k ˈ ɑː ], [ b ² ɑː . k a ], [ ˈ ɛ̝ nː ], [ p ˈ a ʝː ]
L14S05	Flickan sökte en vit sjal	[ f l ² ɪ kː . a n ], [ s ² øː k . t e̞ ], [ ˈ ɛ̝ nː ], [ v ˈ iː t ], [ ɧ ˈ ɑː l ]
L14S06	Pojken hann tvätta arton bilar	[ p ˈ ɔ ʝː . k e̞ n ], [ h ˈ a nː ], [ t v ² ɛ̝ tː . a ], [ ² ɑː . ʈ ɔ n ], [ b ² iː . l a r ]
L14S07	Pappa slängde den brända kakan	[ p ² a pː . a ], [ s l ² ɛ̝ ŋː . d e̞ ], [ d ˈ ɛ̝ nː ], [ b r ² ɛ̝ nː . d a ], [ k ² ɑː . k a n ]
L14S08	Tjejen kom in i rummet	[ ɕ ˈ ɛ̝ ʝː . e̞ n ], [ k ˈ ɔ mː ], [ ˈ ɪ nː ], [ ˈ iː ], [ r ˈ ɵ mː . e̞ t ]
L14S09	Den vita stolen står på gruset	[ d ˈ ɛ̝ nː ], [ v ² iː . t a ], [ s t ˈ uː . l e̞ n ], [ s t ˈ oː r ], [ p ˈ oː ], [ ɡ r ˈ ʉː . s e̞ t ]
L15S00	Hon sköljde kläderna i bäcken	[ h ˈ ʊ nː ], [ ɧ ² ø̞ lː ʝ . d e̞ ], [ k l ˈ ɛː . d e̞ . ɳ a ], [ ˈ iː ], [ b ˈ ɛ̝ kː . e̞ n ]
L15S01	Det står en blomma på pallen	[ d ˈ ɛː ], [ s t ˈ oː r ], [ ˈ ɛ̝ nː ], [ b l ² ʊ mː . a ], [ p ˈ oː ], [ p ˈ a lː . e̞ n ]
L15S02	Köksklockan går fel	[ ɕ ² ø̞ kː s . k l ˌ ɔ kː . a n ], [ ɡ ˈ oː r ], [ f ˈ eː l ]
L15S03	Det stod en ren vid vägkanten	[ d ˈ ɛː ], [ s t ˈ uː d ], [ ˈ ɛ̝ nː ], [ r ˈ eː n ], [ v ˈ iː ], [ v ² ɛː ɡ . k ˌ a nː . t e̞ n ]
L15S04	En röd lampa tänds	[ ˈ ɛ̝ nː ], [ r ˈ øː d ], [ l ² a mː . p a ], [ t ˈ ɛ̝ nː d s ]
L15S05	Flickan säljer glass på stranden	[ f l ² ɪ kː . a n ], [ s ˈ ɛ̝ lː . ʝ e̞ r ], [ ɡ l ˈ a sː ], [ p ˈ oː ], [ s t r ˈ a nː . d e̞ n ]
L15S06	Stadsborna åker till havet	[ s t ² a tː s . b ˌ uː . ɳ a ], [ ˈ oː . k e̞ r ], [ t ˈ ɪ ], [ h ˈ ɑː . v e̞ t ]
L15S07	Grodan ska fånga en fluga	[ ɡ r ² uː . d a n ], [ s k ˈ ɑː ], [ f ² ɔ ŋː . a ], [ ˈ ɛ̝ nː ], [ f l ² ʉː . ɡ a ]
L15S08	Mamma strök byxorna	[ m ² a mː . a ], [ s t r ˈ øː k ], [ b ² ʏ kː . s ʊ . ɳ a ]
L15S09	Mormor ska till Grekland imorgon	[ m ² ʊ rː . m ˌ ʊ rː ], [ s k ˈ ɑː ], [ t ˈ ɪ ], [ ɡ r ˈ eː k . l a n d ], [ ɪ . m ² ɔ rː . ɔ n ]
L16S00	Ledarna ordnade en lekkväll	[ l ² eː . d a . ɳ a ], [ ² oː ɖ . ɳ a . d e̞ ], [ ˈ ɛ̝ nː ], [ l ² eː . k v ˌ ɛ̝ lː ]
L16S01	Han åker skridskor med barnen	[ h ˈ a nː ], [ ˈ oː . k e̞ r ], [ s k r ˈ ɪ sː . k ʊ r ], [ m ˈ eː ], [ b ˈ ɑː . ɳ e̞ n ]
L16S02	Lillasyster öppnade paket	[ l ² ɪ lː . a . s ˌ ʏ sː . t e̞ r ], [ ² ø̞ pː . n a . d e̞ ], [ p a . k ˈ eː t ]
L16S03	Pojken åt allt utom kärnhuset	[ p ˈ ɔ ʝː . k e̞ n ], [ ˈ oː t ], [ ˈ a lː t ], [ ² ʉː . t ɔ m ], [ ɕ ² ɛː ɳ . h ˌ ʉː . s e̞ t ]
L16S04	Femåringen samlade burkar	[ f ² ɛ̝ mː . ˌ oː . r ɪ ŋ . e̞ n ], [ s ² a mː . l a . d e̞ ], [ b ² ɵ rː . k a r ]
L16S05	Pappa har bytt frisyr	[ p ² a pː . a ], [ h ˈ ɑː r ], [ b ˈ ʏ tː ], [ f r ɪ . s ˈ yː r ]
L16S06	Den svarta hunden var hungrig	[ d ˈ ɛ̝ nː ], [ s v ² a ʈː . a ], [ h ˈ ɵ nː . d e̞ n ], [ v ˈ ɑː ], [ h ² ɵ ŋː . r ɪ ɡ ]
L16S07	Tanten plockade snäckor	[ t ˈ a nː . t e̞ n ], [ p l ² ɔ kː . a . d e̞ ], [ s n ² ɛ̝ kː . ʊ r ]
L16S08	Lillebror vattnade gräsmattan	[ l ² ɪ lː . e̞ . b r ˌ uː r ], [ v ² a tː . n a . d e̞ ], [ ɡ r ² ɛː s . m ˌ a tː . a n ]
L16S09	Gästen bad om en filt	[ ʝ ˈ ɛ̝ sː . t e̞ n ], [ b ˈ ɑː d ], [ ˈ ɔ mː ], [ ˈ ɛ̝ nː ], [ f ˈ ɪ lː t ]
L17S00	Anden simmade i dammen	[ ˈ a nː . d e̞ n ], [ s ² ɪ mː . a . d e̞ ], [ ˈ iː ], [ d ˈ a mː . e̞ n ]
L17S01	Bollen studsade ut på vägen	[ b ˈ ɔ lː . e̞ n ], [ s t ² ɵ tː . s a . d e̞ ], [ ˈ ʉː t ], [ p ˈ oː ], [ v ˈ ɛː . ɡ e̞ n ]
L17S02	Engelsmannen spelar tuba	[ ² ɛ̝ ŋː . e̞ l s . m ˌ a nː . e̞ n ], [ s p ² eː . l a r ], [ t ² ʉː . b a ]
L17S03	Hon köpte sex liter mjölk	[ h ˈ ʊ nː ], [ ɕ ² ø̞ pː . t e̞ ], [ s ˈ ɛ̝ kː s ], [ l ˈ iː . t e̞ r ], [ m ʝ ˈ ø̞ lː k ]
L17S04	Farfar lagar mat åt barnen	[ f ² a rː . f ˌ a rː ], [ l ² ɑː . ɡ a r ], [ m ˈ ɑː t ], [ ˈ oː t ], [ b ˈ ɑː . ɳ e̞ n ]
L17S05	Mannen vaknade på soffan	[ m ˈ a nː . e̞ n ], [ v ² ɑː . k n a . d e̞ ], [ p ˈ oː ], [ s ² ɔ fː . a n ]
L17S06	Pojken skrattade åt sin kompis	[ p ˈ ɔ ʝː . k e̞ n ], [ s k r ² a tː . a . d e̞ ], [ ˈ oː t ], [ s ˈ ɪ nː ], [ k ˈ ɔ mː . p ɪ s ]
L17S07	Ungdomarna köper varsin glass	[ ² ɵ ŋː . d ˌ ʊ mː . a . ɳ a ], [ ɕ ˈ øː . p e̞ r ], [ v ˈ a ʂː . ɪ n ], [ ɡ l ˈ a sː ]
L17S08	Flickan har kort rött hår	[ f l ² ɪ kː . a n ], [ h ˈ ɑː r ], [ k ˈ ɔ ʈː ], [ r ˈ ø̞ tː ], [ h ˈ oː r ]
L17S09	Ett grönt kuvert låg kvar i köket	[ ˈ ɛ̝ tː ], [ ɡ r ˈ øː n t ], [ k ʉ . v ˈ ɛː r ], [ l ˈ oː ɡ ], [ k v ˈ ɑː r ], [ ˈ iː ], [ ɕ ˈ øː . k e̞ t ]
L18S00	De röda bladen föll från trädet	[ d ˈ eː ], [ r ² øː . d a ], [ b l ˈ ɑː . d e̞ n ], [ f ˈ ø̞ lː ], [ f r ˈ oː n ], [ t r ˈ ɛː . d e̞ t ]
L18S01	Det finns två gungor i parken	[ d ˈ ɛː ], [ f ˈ ɪ nː s ], [ t v ˈ oː ], [ ɡ ² ɵ ŋː . ʊ r ], [ ˈ iː ], [ p ˈ a rː . k e̞ n ]
L18S02	Bilen står fem gator bort	[ b ˈ iː . l e̞ n ], [ s t ˈ oː r ], [ f ˈ ɛ̝ mː ], [ ɡ ² ɑː . t ʊ r ], [ b ˈ ɔ ʈː ]
L18S03	Dansken reser till Sverige	[ d ˈ a nː . s k e̞ n ], [ r ˈ eː . s e̞ r ], [ t ˈ ɪ ], [ s v ˈ ɛ̝ rː . ʝ e̞ ]
L18S04	Flickan spiller sås på tröjan	[ f l ² ɪ kː . a n ], [ s p ˈ ɪ lː . e̞ r ], [ s ˈ oː s ], [ p ˈ oː ], [ t r ² ø̞ ʝː . a n ]
L18S05	Han skänkte vinsten till ett sjukhus	[ h ˈ a nː ], [ ɧ ² ɛ̝ ŋː k . t e̞ ], [ v ˈ ɪ nː . s t e̞ n ], [ t ˈ ɪ lː ], [ ˈ ɛ̝ tː ], [ ɧ ² ʉː k . h ˌ ʉː s ]
L18S06	Killarna spelar squash på lördag	[ k ² ɪ lː . a . ɳ a ], [ s p ² eː . l a ], [ s k v ˈ ɔ ʂː ], [ p ˈ oː ], [ l ˈ øː . ɖ ɑ ɡ ]
L18S07	Tjejen hoppade i snödrivan	[ ɕ ˈ ɛ̝ ʝː . e̞ n ], [ h ² ɔ pː . a . d e̞ ], [ ˈ iː ], [ s n ² øː . d r ˌ iː . v a n ]
L18S08	Alla äpplen låg på marken	[ ˈ a lː . a ], [ ² ɛ̝ pː . l e̞ n ], [ l ˈ oː ɡ ], [ p ˈ oː ], [ m ˈ a rː . k e̞ n ]
L18S09	Katten ska få ungar	[ k ˈ a tː . e̞ n ], [ s k ˈ ɑː ], [ f ˈ oː ], [ ² ɵ ŋː . a r ]
L19S00	Tanten säljer en gammal soffa	[ t ˈ a nː . t e̞ n ], [ s ˈ ɛ̝ lː . ʝ e̞ r ], [ ˈ ɛ̝ nː ], [ ɡ ² a mː . a l ], [ s ² ɔ fː . a ]
L19S01	Vi ska sy åtta par byxor	[ v ˈ iː ], [ s k ˈ ɑː ], [ s ˈ yː ], [ ² ɔ tː . a ], [ p ˈ ɑː r ], [ b ² ʏ kː . s ʊ r ]
L19S02	Det låg fem kritor i badkaret	[ d ˈ ɛː ], [ l ˈ oː ɡ ], [ f ˈ ɛ̝ mː ], [ k r ² iː . t ʊ r ], [ ˈ iː ], [ b ² ɑː d . k ˌ ɑː . r e̞ t ]
L19S03	Hon dök ner i floden	[ h ˈ ʊ nː ], [ d ˈ øː k ], [ n ˈ eː r ], [ ˈ iː ], [ f l ˈ uː . d e̞ n ]
L19S04	Temperaturen sjönk under noll	[ t e̞ m p . r a . t ˈ ʉː . r e̞ n ], [ ɧ ˈ ø̞ ŋː k ], [ ˈ ɵ nː . d e̞ r ], [ n ˈ ɔ lː ]
L19S05	Optikern ser en fågel	[ ˈ ɔ pː . t ɪ . k e̞ ɳ ], [ s ˈ eː r ], [ ˈ ɛ̝ nː ], [ f ˈ oː . ɡ e̞ l ]
L19S06	Fem svarta valpar låg på filten	[ f ˈ ɛ̝ mː ], [ s v ² a ʈː . a ], [ v ² a lː . p a r ], [ l ˈ oː ɡ ], [ p ˈ oː ], [ f ˈ ɪ lː . t e̞ n ]
L19S07	Studenten vann en biobiljett	[ s t ʉ . d ˈ ɛ̝ nː . t e̞ n ], [ v ˈ a nː ], [ ˈ ɛ̝ nː ], [ b ² iː . ʊ . b ɪ l . ʝ ˌ ɛ̝ tː ]
L19S08	Barnen smög i buskarna	[ b ˈ ɑː . ɳ e̞ n ], [ s m ˈ øː ɡ ], [ ˈ iː ], [ b ² ɵ sː . k a . ɳ a ]
L19S09	Kvinnan dansade hela natten	[ k v ² ɪ nː . a n ], [ d ² a nː . s a . d e̞ ], [ h ² eː . l a ], [ n ˈ a tː . e̞ n ]
L20S00	Staketet målades vitt	[ s t a . k ˈ eː . t e̞ t ], [ m ² oː . l a . d e̞ s ], [ v ˈ ɪ tː ]
L20S01	Längs muren växte röda liljor	[ l ˈ ɛ̝ ŋː s ], [ m ˈ ʉː . r e̞ n ], [ v ² ɛ̝ kː . s t e̞ ], [ r ² øː . d a ], [ l ² ɪ lː . ʝ ʊ r ]
L20S02	Barnen paddlade runt sjön	[ b ˈ ɑː . ɳ e̞ n ], [ p ² a dː . l a . d e̞ ], [ r ˈ ɵ nː t ], [ ɧ ˈ ø̞ nː ]
L20S03	Fyra män sjöng i kyrkan	[ f ² yː . r a ], [ m ˈ ɛ̝ nː ], [ ɧ ˈ ø̞ ŋː ], [ ˈ iː ], [ ɕ ² ʏ rː . k a n ]
L20S04	Mannen låg på stranden	[ m ˈ a nː . e̞ n ], [ l ˈ oː ɡ ], [ p ˈ oː ], [ s t r ˈ a nː . d e̞ n ]
L20S05	Läkaren hälsar på sin dotter	[ l ² ɛː . k a . r e̞ n ], [ h ² ɛ̝ lː . s a r ], [ p ˈ oː ], [ s ˈ ɪ nː ], [ d ² ɔ tː . e̞ r ]
L20S06	Blommorna i vasen är blåa	[ b l ² ʊ mː . ʊ . ɳ a ], [ ˈ iː ], [ v ˈ ɑː . s e̞ n ], [ ˈ ɛː ], [ b l ² oː . a ]
L20S07	Kvinnan i kiosken har vitt hår	[ k v ² ɪ nː . a n ], [ ˈ iː ], [ ɕ ˈ ɔ sː . k e̞ n ], [ h ˈ ɑː r ], [ v ˈ ɪ tː ], [ h ˈ oː r ]
L20S08	Flickan letar efter strumporna	[ f l ² ɪ kː . a n ], [ l ² eː . t a r ], [ ² ɛ̝ fː . t e̞ r ], [ s t r ² ɵ mː . p ʊ . ɳ a ]
L20S09	Pojken såg det gröna tyget	[ p ˈ ɔ ʝː . k e̞ n ], [ s ˈ oː ɡ ], [ d ˈ ɛː ], [ ɡ r ² øː . n a ], [ t ˈ yː . ɡ e̞ t ]
L21S00	Kossan betar grönt gräs i hagen	[ k ² ʊ sː . a n ], [ b ² eː . t a r ], [ ɡ r ˈ øː n t ], [ ɡ r ˈ ɛː s ], [ ˈ iː ], [ h ² ɑː . ɡ e̞ n ]
L21S01	Marken blir hård när det är tjäle	[ m ˈ a rː . k e̞ n ], [ b l ˈ iː r ], [ h ˈ oː ɖ ], [ n ˈ ɛː r ], [ d ˈ ɛː ], [ ˈ ɛː ], [ ɕ ² ɛː . l e̞ ]
L21S02	Farmor köpte femton fiskar	[ f ² a rː . m ˌ ʊ rː ], [ ɕ ² ø̞ pː . t e̞ ], [ f ² ɛ̝ mː . t ɔ n ], [ f ² ɪ sː . k a r ]
L21S03	Valpen svalkade sig i skuggan	[ v ˈ a lː . p e̞ n ], [ s v ² a lː . k a . d e̞ ], [ s ˈ ɛ̝ ʝː ], [ ˈ iː ], [ s k ² ɵ ɡː . a n ]
L21S04	Kvinnan hjälper sina barn	[ k v ² ɪ nː . a n ], [ ʝ ˈ ɛ̝ lː . p e̞ r ], [ s ² iː . n a ], [ b ˈ ɑː ɳ ]
L21S05	Den blå flaskan står på hyllan	[ d ˈ ɛ̝ nː ], [ b l ˈ oː ], [ f l ² a sː . k a n ], [ s t ˈ oː r ], [ p ˈ oː ], [ h ² ʏ lː . a n ]
L21S06	Stegen är två meter lång	[ s t ² eː . ɡ e̞ n ], [ ˈ ɛː ], [ t v ˈ oː ], [ m ˈ eː . t e̞ r ], [ l ˈ ɔ ŋː ]
L21S07	Ungarna satt framför datorn	[ ² ɵ ŋː . a . ɳ a ], [ s ˈ a tː ], [ f r ² a mː . f ˌ øː r ], [ d ² ɑː . t ʊ ɳ ]
L21S08	Pojken hade sönder staketet	[ p ˈ ɔ ʝː . k e̞ n ], [ h ² a dː . e̞ ], [ s ˈ ø̞ nː . d e̞ r ], [ s t a . k ˈ eː . t e̞ t ]
L21S09	Rektorn rättade till slipsen	[ r ² ɛ̝ kː . t ʊ ɳ ], [ r ² ɛ̝ tː . a . d e̞ ], [ t ˈ ɪ lː ], [ s l ˈ ɪ pː . s e̞ n ]
L22S00	Pojken har tretton kusiner	[ p ² ɔ ʝː . k e̞ n ], [ h ˈ ɑː r ], [ t r ² ɛ̝ tː . ɔ n ], [ k ʉ . s ˈ iː . n e̞ r ]
L22S01	Fyra gula bilar stod i kön	[ f ² yː . r a ], [ ɡ ² ʉː . l a ], [ b ² iː . l a r ], [ s t ˈ uː d ], [ ˈ iː ], [ k ˈ øː n ]
L22S02	Tavlan var målad i rött	[ t ² ɑː v . l a n ], [ v ˈ ɑː ], [ m ² oː . l a d ], [ ˈ iː ], [ r ˈ ø̞ tː ]
L22S03	Mattan vädrades på balkongen	[ m ² a tː . a n ], [ v ² ɛː . d r a . d e̞ s ], [ p ˈ oː ], [ b a l . k ˈ ɔ ŋː . e̞ n ]
L22S04	Fem tjejer sprang på skolgården	[ f ˈ ɛ̝ mː ], [ ɕ ² ɛ̝ ʝː . e̞ r ], [ s p r ˈ a ŋː ], [ p ˈ oː ], [ s k ² uː l . ɡ ˌ oː . ɖ e̞ n ]
L22S05	Huset hade nio sovrum	[ h ˈ ʉː . s e̞ t ], [ h ² a dː . e̞ ], [ n ² iː . ʊ ], [ s ² oː v . r ˌ ɵ mː ]
L22S06	Tjusningen med vintern är snön	[ ɕ ² ʉː . s n ɪ ŋ . e̞ n ], [ m ˈ eː ], [ v ˈ ɪ nː . t e̞ ɳ ], [ ˈ ɛː ], [ s n ˈ ø̞ nː ]
L22S07	Farmor rensade i klädskåpet	[ f ² a rː . m ˌ ʊ rː ], [ r ² ɛ̝ nː . s a . d e̞ ], [ ˈ iː ], [ k l ² ɛː . s k ˌ oː . p e̞ t ]
L22S08	Flickan handlade ost och korv	[ f l ² ɪ kː . a n ], [ h ² a nː d . l a . d e̞ ], [ ˈ ʊ sː t ], [ ˈ ɔ kː ], [ k ˈ ɔ rː v ]
L22S09	Barnet lärde sig alfabetet	[ b ˈ ɑː . ɳ e̞ t ], [ l ² ɛː . ɖ e̞ ], [ s ˈ ɛ̝ ʝː ], [ ² a lː . f a . b ˌ eː . t e̞ t ]
L23S00	Soldaten springer över bron	[ s ʊ l . d ˈ ɑː . t e̞ n ], [ s p r ˈ ɪ ŋː . e̞ r ], [ ˈ øː . v e̞ r ], [ b r ˈ uː n ]
L23S01	Chefen pratade med honom	[ ɧ ˈ eː . f e̞ n ], [ p r ² ɑː . t a . d e̞ ], [ m ˈ eː ], [ h ² ɔ nː . ɔ m ]
L23S02	I glaset fanns en röd servett	[ ˈ iː ], [ ɡ l ˈ ɑː . s e̞ t ], [ f ˈ a nː s ], [ ˈ ɛ̝ nː ], [ r ˈ øː d ], [ s e̞ r . v ˈ ɛ̝ tː ]
L23S03	Hundarna rullade runt i snön	[ h ² ɵ nː . d a . ɳ a ], [ r ² ɵ lː . a . d e̞ ], [ r ˈ ɵ nː t ], [ ˈ iː ], [ s n ˈ ø̞ nː ]
L23S04	Flickan lånade ut sitt hårband	[ f l ² ɪ kː . a n ], [ l ² oː . n a . d e̞ ], [ ˈ ʉː t ], [ s ˈ ɪ tː ], [ h ² oː r . b ˌ a nː d ]
L23S05	Bilen fick två repor	[ b ˈ iː . l e̞ n ], [ f ˈ ɪ kː ], [ t v ˈ oː ], [ r ² eː . p ʊ r ]
L23S06	Vaktmästaren städar matsalen	[ v ² a kː t . m ˌ ɛ̝ sː . t a . r e̞ n ], [ s t ² ɛː . d a r ], [ m ² ɑː t . s ˌ ɑː . l e̞ n ]
L23S07	Killen målade om väggarna	[ k ² ɪ lː . e̞ n ], [ m ² oː . l a . d e̞ ], [ ˈ ɔ mː ], [ v ² ɛ̝ ɡː . a . ɳ a ]
L23S08	Byxorna glömdes i torkskåpet	[ b ² ʏ kː . s ʊ . ɳ a ], [ ɡ l ² ø̞ mː . d e̞ s ], [ ˈ iː ], [ t ² ɔ rː k . s k ˌ oː . p e̞ t ]
L23S09	Jackan hängde i garderoben	[ ʝ ² a kː . a n ], [ h ² ɛ̝ ŋː . d e̞ ], [ ˈ iː ], [ ɡ a . ɖ e̞ . r ˈ oː . b e̞ n ]
L24S00	Elefanten åt ur en blå hink	[ e̞ . l e̞ . f ˈ a nː . t e̞ n ], [ ˈ oː t ], [ ˈ ʉː r ], [ ˈ ɛ̝ nː ], [ b l ˈ oː ], [ h ˈ ɪ ŋː k ]
L24S01	Servitrisen bar ut grädden	[ s e̞ r . v ɪ . t r ˈ iː . s e̞ n ], [ b ˈ ɑː r ], [ ˈ ʉː t ], [ ɡ r ² ɛ̝ dː . e̞ n ]
L24S02	Under fönstret stod en säng	[ ˈ ɵ nː . d e̞ r ], [ f ˈ ø̞ nː . s t r e̞ t ], [ s t ˈ uː d ], [ ˈ ɛ̝ nː ], [ s ˈ ɛ̝ ŋː ]
L24S03	Det fanns mycket svamp i gläntan	[ d ˈ ɛː ], [ f ˈ a nː s ], [ m ² ʏ kː . e̞ t ], [ s v ˈ a mː p ], [ ˈ iː ], [ ɡ l ² ɛ̝ nː . t a n ]
L24S04	Klockan i köket slog tolv	[ k l ² ɔ kː . a n ], [ ˈ iː ], [ ɕ ˈ øː . k e̞ t ], [ s l ˈ uː ɡ ], [ t ˈ ɔ lː v ]
L24S05	Pojkarna sprang nedför backen	[ p ² ɔ ʝː . k a . ɳ a ], [ s p r ˈ a ŋː ], [ n ˈ eː . f ø r ], [ b ² a kː . e̞ n ]
L24S06	Flickan har tio väskor	[ f l ² ɪ kː . a n ], [ h ˈ ɑː r ], [ t ² iː . ʊ ], [ v ² ɛ̝ sː . k ʊ r ]
L24S07	Dockan låg gömd i buskarna	[ d ² ɔ kː . a n ], [ l ˈ oː ɡ ], [ ʝ ˈ ø̞ mː d ], [ ˈ iː ], [ b ² ɵ sː . k a . ɳ a ]
L24S08	Kompisarna delar på pizzan	[ k ˈ ɔ mː . p ɪ . s a . ɳ a ], [ d ² eː . l a r ], [ p ˈ oː ], [ p ² ɪ tː . s a n ]
L24S09	Grannen lånade en mejsel	[ ɡ r ² a nː . e̞ n ], [ l ² oː . n a . d e̞ ], [ ˈ ɛ̝ nː ], [ m ² ɛ̝ ʝː . s e̞ l ]
L25S00	Kvinnan plockar fram sin medicin	[ k v ² ɪ nː . a n ], [ p l ² ɔ kː . a r ], [ f r ˈ a mː ], [ s ˈ ɪ nː ], [ m e̞ . d ɪ . s ˈ iː n ]
L25S01	Killen köpte en glass	[ k ² ɪ lː . e̞ n ], [ ɕ ² ø̞ pː . t e̞ ], [ ˈ ɛ̝ nː ], [ ɡ l ˈ a sː ]
L25S02	Han sprang fort genom skogen	[ h ˈ a nː ], [ s p r ˈ a ŋː ], [ f ˈ ʊ ʈː ], [ ʝ ˈ eː . n ɔ m ], [ s k ˈ uː . ɡ e̞ n ]
L25S03	Svenskarna dricker hemgjord saft	[ s v ² ɛ̝ nː . s k a . ɳ a ], [ d r ˈ ɪ kː . e̞ r ], [ h ² ɛ̝ mː . ʝ ˌ uː ɖ ], [ s ˈ a fː t ]
L25S04	Morfar odlar potatis	[ m ² ʊ rː . f ˌ a rː ], [ ² uː d . l a r ], [ p ʊ . t ˈ ɑː . t ɪ s ]
L25S05	Grannen hade fest igår	[ ɡ r ² a nː . e̞ n ], [ h ² a dː . e̞ ], [ f ˈ ɛ̝ sː t ], [ ɪ . ɡ ˈ oː r ]
L25S06	Pojken kräver högre veckopeng	[ p ˈ ɔ ʝː . k e̞ n ], [ k r ˈ ɛː . v e̞ r ], [ h ˈ øː ɡ . r e̞ ], [ v ² ɛ̝ kː . ʊ . p ˌ ɛ̝ ŋː ]
L25S07	Barnet lekte med hunden	[ b ˈ ɑː . ɳ e̞ t ], [ l ² eː k . t e̞ ], [ m ˈ eː ], [ h ˈ ɵ nː . d e̞ n ]
L25S08	Båda tröjorna var svarta	[ b ² oː . d a ], [ t r ² ø̞ ʝː . ʊ . ɳ a ], [ v ˈ ɑː ], [ s v ² a ʈː . a ]
L25S09	Lyktan gav ett grönt sken	[ l ² ʏ kː . t a n ], [ ɡ ˈ ɑː v ], [ ˈ ɛ̝ tː ], [ ɡ r ˈ øː n t ], [ ɧ ˈ eː n ]
L26S00	Kvinnorna satt på bänken	[ k v ² ɪ nː . ʊ . ɳ a ], [ s ˈ a tː ], [ p ˈ oː ], [ b ˈ ɛ̝ ŋː . k e̞ n ]
L26S01	Pojkarna lekte på stranden	[ p ² ɔ ʝː . k a . ɳ a ], [ l ² eː k . t e̞ ], [ p ˈ oː ], [ s t r ˈ a nː . d e̞ n ]
L26S02	Syltburken står på köksbordet	[ s ² ʏ lː t . b ˌ ɵ rː . k e̞ n ], [ s t ˈ oː r ], [ p ˈ oː ], [ ɕ ² ø̞ kː s . b ˌ uː . ɖ e̞ t ]
L26S03	Fåtöljen står en trappa upp	[ f ɔ . t ˈ ø̞ lː . ʝ e̞ n ], [ s t ˈ oː r ], [ ˈ ɛ̝ nː ], [ t r ² a pː . a ], [ ˈ ɵ pː ]
L26S04	Det låg en vit snäcka på botten	[ d ˈ ɛː ], [ l ˈ oː ɡ ], [ ˈ ɛ̝ nː ], [ v ˈ iː t ], [ s n ² ɛ̝ kː . a ], [ p ˈ oː ], [ b ˈ ɔ tː . e̞ n ]
L26S05	Mamma dricker ur sin nya kopp	[ m ² a mː . a ], [ d r ˈ ɪ kː . e̞ r ], [ ˈ ʉː r ], [ s ˈ ɪ nː ], [ n ² yː . a ], [ k ˈ ɔ pː ]
L26S06	Boken är i trädgården	[ b ˈ uː . k e̞ n ], [ ˈ ɛː ], [ ˈ iː ], [ t r ˈ ɛ̝ ɡː . o . ɖ e̞ n ]
L26S07	Skivan innehöll femton låtar	[ ɧ ² iː . v a n ], [ ² ɪ nː . e̞ . h ˌ ø̞ lː ], [ f ² ɛ̝ mː . t ɔ n ], [ l ² oː t . a r ]
L26S08	Hennes skor är svarta	[ h ² ɛ̝ nː . e̞ s ], [ s k ˈ uː r ], [ ˈ ɛː ], [ s v ² a ʈː . a ]
L26S09	Handskarna låg på hatthyllan	[ h ² a nː d . s k a . ɳ a ], [ l ˈ oː ɡ ], [ p ˈ oː ], [ h ² a tː . h ˌ ʏ lː . a n ]
