Id	Spelling	Transcription	IsKeyComponent
L10S02W03	julkort	 ʝ ² ʉː l . k ˌ ʊ ʈː 	1
L10S03W00	Vännerna	 v ² ɛ̝ nː . e̞ . ɳ a 	1
L10S03W01	var	 v ˈ ɑː 	0
L10S03W02	på	 p ˈ oː 	0
L10S03W03	bio	 b ˈ iː . ʊ 	1
L10S03W04	igår	 ɪ . ɡ ˈ oː r 	1
L10S04W00	Sonen	 s ˈ oː . n e̞ n 	1
L10S04W01	kör	 ɕ ˈ øː r 	1
L10S04W02	traktor	 t r ² a kː . t ʊ r 	1
L10S04W03	på	 p ˈ oː 	0
L10S04W04	åkern	 ˈ oː . k e̞ ɳ 	1
L10S05W00	Han	 h ˈ a nː 	1
L10S05W01	svettades	 s v ² ɛ̝ tː . a . d e̞ s 	1
L10S05W02	under	 ˈ ɵ nː . d e̞ r 	1
L10S05W03	matchen	 m ˈ a ʈː . ʂ e̞ n 	1
L10S06W00	En	 ˈ ɛ̝ nː 	0
L10S06W01	grön	 ɡ r ˈ øː n 	1
L10S06W02	cykel	 s ˈ ʏ kː . e̞ l 	1
L10S06W03	stod	 s t ˈ uː d 	0
L10S06W04	olåst	 ² ʊ lː . ˌ oː s t 	1
L10S07W00	Tjejerna	 ɕ ² ɛ̝ ʝː . e̞ . ɳ a 	1
L10S07W01	spelar	 s p ² eː . l a r 	1
L10S07W02	handboll	 h ² a nː d . b ˌ ɔ lː 	1
L10S07W03	ikväll	 ɪ . k v ˈ ɛ̝ lː 	1
L10S08W00	Köket	 ɕ ˈ øː . k e̞ t 	1
L10S08W01	ska	 s k ˈ ɑː 	0
L10S08W02	städas	 s t ² ɛː . d a s 	1
L10S08W03	nästa	 n ² ɛ̝ sː . t a 	1
L10S08W04	lördag	 l ˈ øː . ɖ ɑ ɡ 	1
L10S09W00	Det	 d ˈ ɛː 	0
L10S09W01	är	 ˈ ɛː 	0
L10S09W02	picknick	 p ˈ ɪ kː . n ɪ k 	1
L10S09W03	på	 p ˈ oː 	0
L10S09W04	stranden	 s t r ˈ a nː . d e̞ n 	1
L10S09W05	vid	 v ˈ iː 	0
L10S09W06	sju	 ɧ ˈ ʉː 	1
L11S00W00	Bilen	 b ˈ iː . l e̞ n 	1
L11S00W01	kör	 ɕ ˈ øː r 	1
L11S00W02	på	 p ˈ oː 	0
L11S00W03	skogsvägen	 s k ² ʊ kː s . v ˌ ɛː . ɡ e̞ n 	1
L11S01W00	Skjortorna	 ɧ ² ʊ ʈː . ʊ . ɳ a 	1
L11S01W01	ska	 s k ˈ ɑː 	0
L11S01W02	hängas	 h ² ɛ̝ ŋː . a s 	1
L11S01W03	i	 ˈ iː 	0
L11S01W04	skåpet	 s k ˈ oː . p e̞ t 	1
L11S02W00	De	 d ˈ ɔ mː 	0
L11S02W01	små	 s m ˈ oː 	1
L11S02W02	tomaterna	 t ʊ . m ˈ ɑː . t e̞ . ɳ a 	1
L11S02W03	är	 ˈ ɛː 	0
L11S02W04	gröna	 ɡ r ² øː . n a 	1
L11S03W00	Refrängen	 r e̞ . f r ˈ ɛ̝ ŋː . e̞ n 	1
L11S03W01	kom	 k ˈ ɔ mː 	0
L11S03W02	tre	 t r ˈ eː 	1
L11S03W03	gånger	 ɡ ² ɔ ŋː . e̞ r 	1
L11S04W00	De	 d ˈ ɔ mː 	1
L11S04W01	tvättade	 t v ² ɛ̝ tː . a . d e̞ 	1
L11S04W02	i	 ˈ iː 	0
L11S04W03	kallt	 k ˈ a lː t 	1
L11S04W04	vatten	 v ˈ a tː . e̞ n 	1
L11S05W00	Flickan	 f l ² ɪ kː . a n 	1
L11S05W01	fick	 f ˈ ɪ kː 	1
L11S05W02	sjutton	 ɧ ² ɵ tː . ɔ n 	1
L11S05W03	julklappar	 ʝ ² ʉː l . k l ˌ a pː . a r 	1
L11S06W00	Paret	 p ˈ ɑː . r e̞ t 	1
L11S06W01	gick	 ʝ ˈ ɪ kː 	1
L11S06W02	genom	 ʝ ˈ eː . n ɔ m 	0
L11S06W03	parken	 p ˈ a rː . k e̞ n 	1
L11S07W00	Matchen	 m ˈ a ʈː . ʂ e̞ n 	1
L11S07W01	spelades	 s p ² eː . l a . d e̞ s 	1
L11S07W02	i	 ˈ iː 	0
L11S07W03	gassande	 ɡ ² a sː . a n . d e̞ 	1
L11S07W04	sol	 s ˈ uː l 	1
L11S08W00	Ödlan	 ² øː d . l a n 	1
L11S08W01	smet	 s m ˈ eː t 	1
L11S08W02	ner	 n ˈ eː r 	0
L11S08W03	under	 ˈ ɵ nː . d e̞ r 	1
L11S08W04	bron	 b r ˈ uː n 	1
L11S09W00	En	 ˈ ɛ̝ nː 	0
L11S09W01	häst	 h ˈ ɛ̝ sː t 	1
L11S09W02	betade	 b ² eː . t a . d e̞ 	1
L11S09W03	bland	 b l ˈ a nː d 	1
L11S09W04	fåren	 f ˈ oː . r e̞ n 	1
L12S00W00	Han	 h ˈ a nː 	1
L12S00W01	brände	 b r ² ɛ̝ nː . d e̞ 	1
L12S00W02	sig	 s ˈ ɛ̝ ʝː 	0
L12S00W03	på	 p ˈ oː 	0
L12S00W04	strykjärnet	 s t r ² yː k . ʝ ˌ ɛː . ɳ e̞ t 	1
L12S01W00	Växten	 v ˈ ɛ̝ kː . s t e̞ n 	1
L12S01W01	i	 ˈ iː 	0
L12S01W02	fönstret	 f ˈ ø̞ nː . s t r e̞ t 	1
L12S01W03	har	 h ˈ ɑː r 	1
L12S01W04	en	 ˈ ɛ̝ nː 	0
L12S01W05	blomma	 b l ² ʊ mː . a 	1
L12S02W00	Han	 h ˈ a nː 	1
L12S02W01	tappade	 t ² a pː . a . d e̞ 	1
L12S02W02	kniven	 k n ˈ iː . v e̞ n 	1
L12S02W03	i	 ˈ iː 	0
L12S02W04	sjön	 ɧ ˈ ø̞ nː 	1
L12S03W00	Tolv	 t ˈ ɔ lː v 	1
L12S03W01	muffins	 m ˈ ɵ fː . ɪ n s 	1
L12S03W02	gräddades	 ɡ r ² ɛ̝ dː . a . d e̞ s 	1
L12S03W03	i	 ˈ iː 	0
L12S03W04	ugnen	 ˈ ɵ ŋː . n e̞ n 	1
L12S04W00	Farmor	 f ² a rː . m ˌ ʊ rː 	1
L12S04W01	åker	 ˈ oː . k e̞ r 	1
L12S04W02	till	 t ˈ ɪ 	0
L12S04W03	golfbanan	 ɡ ² ɔ lː f . b ˌ ɑː . n a n 	1
L12S05W00	Såsen	 s ˈ oː . s e̞ n 	1
L12S05W01	kokade	 k ² uː . k a . d e̞ 	1
L12S05W02	över	 ˈ øː . v e̞ r 	1
L12S06W00	Två	 t v ˈ oː 	1
L12S06W01	muggar	 m ² ɵ ɡː . a r 	1
L12S06W02	gick	 ʝ ˈ ɪ kː 	0
L12S06W03	sönder	 s ˈ ø̞ nː . d e̞ r 	1
L12S07W00	De	 d ˈ eː 	0
L12S07W01	sprang	 s p r ˈ a ŋː 	1
L12S07W02	runt	 r ˈ ɵ nː t 	1
L12S07W03	det	 d ˈ ɛː 	0
L12S07W04	gula	 ɡ ² ʉː . l a 	1
L12S07W05	huset	 h ˈ ʉː . s e̞ t 	1
L12S08W00	I	 ˈ iː 	0
L12S08W01	aulan	 ˈ a͡uː . l a n 	1
L12S08W02	hänger	 h ˈ ɛ̝ ŋː . e̞ r 	1
L12S08W03	tolv	 t ˈ ɔ lː v 	1
L12S08W04	tavlor	 t ² ɑː v . l ʊ r 	1
L12S09W00	Flickan	 f l ² ɪ kː . a n 	1
L12S09W01	lyssnade	 l ² ʏ sː . n a . d e̞ 	1
L12S09W02	på	 p ˈ oː 	0
L12S09W03	talet	 t ˈ ɑː . l e̞ t 	1
L13S00W00	Morfar	 m ² ʊ rː . f ˌ a rː 	1
L13S00W01	fiskar	 f ² ɪ sː . k a r 	1
L13S00W02	hela	 h ² eː . l a 	0
L13S00W03	dagarna	 d ² ɑː . ɡ a . ɳ a 	1
L13S01W00	Pappa	 p ² a pː . a 	1
L13S01W01	tvättar	 t v ² ɛ̝ tː . a r 	1
L13S01W02	den	 d ˈ ɛ̝ nː 	0
L13S01W03	blå	 b l ˈ oː 	1
L13S01W04	bilen	 b ˈ iː . l e̞ n 	1
L13S02W00	Målaren	 m ² oː . l a . r e̞ n 	1
L13S02W01	beställde	 b e̞ . s t ˈ ɛ̝ lː . d e̞ 	1
L13S02W02	två	 t v ˈ oː 	0
L13S02W03	öl	 ˈ øː l 	1
L13S03W00	Det	 d ˈ ɛː 	0
L13S03W01	finns	 f ˈ ɪ nː s 	1
L13S03W02	en	 ˈ ɛ̝ nː 	0
L13S03W03	spegel	 s p ² eː . ɡ e̞ l 	1
L13S03W04	i	 ˈ iː 	0
L13S03W05	sovrummet	 s ² oː v . r ˌ ɵ mː . e̞ t 	1
L13S04W00	Äggen	 ˈ ɛ̝ ɡː . e̞ n 	1
L13S04W01	ska	 s k ˈ ɑː 	0
L13S04W02	kokas	 k ² uː . k a s 	1
L13S04W03	sju	 ɧ ˈ ʉː 	1
L13S04W04	minuter	 m ɪ . n ˈ ʉː . t e̞ r 	1
L13S05W00	Flickan	 f l ² ɪ kː . a n 	1
L13S05W01	känner	 ɕ ˈ ɛ̝ nː . e̞ r 	1
L13S05W02	min	 m ˈ ɪ nː 	0
L13S05W03	kusin	 k ʉ . s ˈ iː n 	1
L13S06W00	Spaden	 s p ² ɑː . d e̞ n 	1
L13S06W01	i	 ˈ iː 	0
L13S06W02	sandlådan	 s ² a nː d . l ˌ oː . d a n 	1
L13S06W03	var	 v ˈ ɑː 	0
L13S06W04	gul	 ɡ ˈ ʉː l 	1
L13S07W00	Min	 m ˈ ɪ nː 	0
L13S07W01	morbror	 m ² ʊ rː . b r ˌ ʊ rː 	1
L13S07W02	ska	 s k ˈ ɑː 	0
L13S07W03	cykla	 s ² ʏ kː . l a 	1
L13S07W04	till	 t ˈ ɪ 	0
L13S07W05	Norge	 n ˈ ɔ rː . ʝ e̞ 	1
L13S08W00	Två	 t v ˈ oː 	1
L13S08W01	svarta	 s v ² a ʈː . a 	1
L13S08W02	skjortor	 ɧ ² ʊ ʈː . ʊ r 	1
L13S08W03	hängde	 h ² ɛ̝ ŋː . d e̞ 	1
L13S08W04	på	 p ˈ oː 	0
L13S08W05	tork	 t ˈ ɔ rː k 	1
L13S09W00	Flickan	 f l ² ɪ kː . a n 	0
L13S09W01	hittade	 h ² ɪ tː . a . d e̞ 	1
L13S09W02	inte	 ² ɪ nː . t e̞ 	1
L13S09W03	rätt	 r ˈ ɛ̝ tː 	0
L13S09W04	väg	 v ˈ ɛː ɡ 	1
L14S00W00	Läraren	 l ² ɛː . r a . r e̞ n 	1
L14S00W01	tränar	 t r ² ɛː . n a r 	1
L14S00W02	efter	 ² ɛ̝ fː . t e̞ r 	0
L14S00W03	skolan	 s k ² uː . l a n 	1
L14S01W00	En	 ˈ ɛ̝ nː 	0
L14S01W01	gul	 ɡ ˈ ʉː l 	1
L14S01W02	ros	 r ˈ uː s 	1
L14S01W03	blev	 b l ˈ eː v 	0
L14S01W04	gruppens	 ɡ r ˈ ɵ pː . e̞ n s 	1
L14S01W05	symbol	 s ʏ m . b ˈ oː l 	1
L14S02W00	Tyskarna	 t ² ʏ sː . k a . ɳ a 	1
L14S02W01	bodde	 b ² ʊ dː . e̞ 	1
L14S02W02	hos	 h ˈ ʊ sː 	0
L14S02W03	morfar	 m ² ʊ rː . f ˌ a rː 	1
L14S03W00	Ljuset	 ʝ ˈ ʉː . s e̞ t 	1
L14S03W01	brinner	 b r ˈ ɪ nː . e̞ r 	1
L14S03W02	långsamt	 l ² ɔ ŋː . s ˌ a mː t 	1
L14S04W00	Mamma	 m ² a mː . a 	1
L14S04W01	ska	 s k ˈ ɑː 	0
L14S04W02	baka	 b ² ɑː . k a 	1
L14S04W03	en	 ˈ ɛ̝ nː 	0
L14S04W04	paj	 p ˈ a ʝː 	1
L14S05W00	Flickan	 f l ² ɪ kː . a n 	1
L14S05W01	sökte	 s ² øː k . t e̞ 	1
L14S05W02	en	 ˈ ɛ̝ nː 	0
L14S05W03	vit	 v ˈ iː t 	1
L14S05W04	sjal	 ɧ ˈ ɑː l 	1
L14S06W00	Pojken	 p ˈ ɔ ʝː . k e̞ n 	1
L14S06W01	hann	 h ˈ a nː 	1
L14S06W02	tvätta	 t v ² ɛ̝ tː . a 	1
L14S06W03	arton	 ² ɑː . ʈ ɔ n 	0
L14S06W04	bilar	 b ² iː . l a r 	1
L14S07W00	Pappa	 p ² a pː . a 	1
L14S07W01	slängde	 s l ² ɛ̝ ŋː . d e̞ 	1
L14S07W02	den	 d ˈ ɛ̝ nː 	0
L14S07W03	brända	 b r ² ɛ̝ nː . d a 	1
L14S07W04	kakan	 k ² ɑː . k a n 	1
L14S08W00	Tjejen	 ɕ ˈ ɛ̝ ʝː . e̞ n 	1
L14S08W01	kom	 k ˈ ɔ mː 	1
L14S08W02	in	 ˈ ɪ nː 	0
L14S08W03	i	 ˈ iː 	0
L14S08W04	rummet	 r ˈ ɵ mː . e̞ t 	1
L14S09W00	Den	 d ˈ ɛ̝ nː 	0
L14S09W01	vita	 v ² iː . t a 	1
L14S09W02	stolen	 s t ˈ uː . l e̞ n 	1
L14S09W03	står	 s t ˈ oː r 	1
L14S09W04	på	 p ˈ oː 	0
L14S09W05	gruset	 ɡ r ˈ ʉː . s e̞ t 	1
L15S00W00	Hon	 h ˈ ʊ nː 	1
L15S00W01	sköljde	 ɧ ² ø̞ lː ʝ . d e̞ 	1
L15S00W02	kläderna	 k l ˈ ɛː . d e̞ . ɳ a 	1
L15S00W03	i	 ˈ iː 	0
L15S00W04	bäcken	 b ˈ ɛ̝ kː . e̞ n 	1
L15S01W00	Det	 d ˈ ɛː 	0
L15S01W01	står	 s t ˈ oː r 	1
L15S01W02	en	 ˈ ɛ̝ nː 	0
L15S01W03	blomma	 b l ² ʊ mː . a 	1
L15S01W04	på	 p ˈ oː 	0
L15S01W05	pallen	 p ˈ a lː . e̞ n 	1
L15S02W00	Köksklockan	 ɕ ² ø̞ kː s . k l ˌ ɔ kː . a n 	1
L15S02W01	går	 ɡ ˈ oː r 	1
L15S02W02	fel	 f ˈ eː l 	1
L15S03W00	Det	 d ˈ ɛː 	0
L15S03W01	stod	 s t ˈ uː d 	1
L15S03W02	en	 ˈ ɛ̝ nː 	0
L15S03W03	ren	 r ˈ eː n 	1
L15S03W04	vid	 v ˈ iː 	0
L15S03W05	vägkanten	 v ² ɛː ɡ . k ˌ a nː . t e̞ n 	1
L15S04W00	En	 ˈ ɛ̝ nː 	0
L15S04W01	röd	 r ˈ øː d 	1
L15S04W02	lampa	 l ² a mː . p a 	1
L15S04W03	tänds	 t ˈ ɛ̝ nː d s 	1
L15S05W00	Flickan	 f l ² ɪ kː . a n 	1
L15S05W01	säljer	 s ˈ ɛ̝ lː . ʝ e̞ r 	1
L15S05W02	glass	 ɡ l ˈ a sː 	1
L15S05W03	på	 p ˈ oː 	0
L15S05W04	stranden	 s t r ˈ a nː . d e̞ n 	1
L15S06W00	Stadsborna	 s t ² a tː s . b ˌ uː . ɳ a 	1
L15S06W01	åker	 ˈ oː . k e̞ r 	1
L15S06W02	till	 t ˈ ɪ 	1
L15S06W03	havet	 h ˈ ɑː . v e̞ t 	1
L15S07W00	Grodan	 ɡ r ² uː . d a n 	1
L15S07W01	ska	 s k ˈ ɑː 	1
L15S07W02	fånga	 f ² ɔ ŋː . a 	1
L15S07W03	en	 ˈ ɛ̝ nː 	0
L15S07W04	fluga	 f l ² ʉː . ɡ a 	1
L15S08W00	Mamma	 m ² a mː . a 	1
L15S08W01	strök	 s t r ˈ øː k 	1
L15S08W02	byxorna	 b ² ʏ kː . s ʊ . ɳ a 	1
L15S09W00	Mormor	 m ² ʊ rː . m ˌ ʊ rː 	1
L15S09W01	ska	 s k ˈ ɑː 	1
L15S09W02	till	 t ˈ ɪ 	0
L15S09W03	Grekland	 ɡ r ˈ eː k . l a n d 	1
L15S09W04	imorgon	 ɪ . m ² ɔ rː . ɔ n 	1
L16S00W00	Ledarna	 l ² eː . d a . ɳ a 	1
L16S00W01	ordnade	 ² oː ɖ . ɳ a . d e̞ 	1
L16S00W02	en	 ˈ ɛ̝ nː 	0
L16S00W03	lekkväll	 l ² eː . k v ˌ ɛ̝ lː 	1
L16S01W00	Han	 h ˈ a nː 	1
L16S01W01	åker	 ˈ oː . k e̞ r 	1
L16S01W02	skridskor	 s k r ˈ ɪ sː . k ʊ r 	1
L16S01W03	med	 m ˈ eː 	0
L16S01W04	barnen	 b ˈ ɑː . ɳ e̞ n 	1
L16S02W00	Lillasyster	 l ² ɪ lː . a . s ˌ ʏ sː . t e̞ r 	1
L16S02W01	öppnade	 ² ø̞ pː . n a . d e̞ 	1
L16S02W02	paket	 p a . k ˈ eː t 	1
L16S03W00	Pojken	 p ˈ ɔ ʝː . k e̞ n 	1
L16S03W01	åt	 ˈ oː t 	1
L16S03W02	allt	 ˈ a lː t 	1
L16S03W03	utom	 ² ʉː . t ɔ m 	1
L16S03W04	kärnhuset	 ɕ ² ɛː ɳ . h ˌ ʉː . s e̞ t 	1
L16S04W00	Femåringen	 f ² ɛ̝ mː . ˌ oː . r ɪ ŋ . e̞ n 	1
L16S04W01	samlade	 s ² a mː . l a . d e̞ 	1
L16S04W02	burkar	 b ² ɵ rː . k a r 	1
L16S05W00	Pappa	 p ² a pː . a 	1
L16S05W01	har	 h ˈ ɑː r 	1
L16S05W02	bytt	 b ˈ ʏ tː 	1
L16S05W03	frisyr	 f r ɪ . s ˈ yː r 	1
L16S06W00	Den	 d ˈ ɛ̝ nː 	0
L16S06W01	svarta	 s v ² a ʈː . a 	1
L16S06W02	hunden	 h ˈ ɵ nː . d e̞ n 	1
L16S06W03	var	 v ˈ ɑː 	0
L16S06W04	hungrig	 h ² ɵ ŋː . r ɪ ɡ 	1
L16S07W00	Tanten	 t ˈ a nː . t e̞ n 	1
L16S07W01	plockade	 p l ² ɔ kː . a . d e̞ 	1
L16S07W02	snäckor	 s n ² ɛ̝ kː . ʊ r 	1
L16S08W00	Lillebror	 l ² ɪ lː . e̞ . b r ˌ uː r 	1
L16S08W01	vattnade	 v ² a tː . n a . d e̞ 	1
L16S08W02	gräsmattan	 ɡ r ² ɛː s . m ˌ a tː . a n 	1
L16S09W00	Gästen	 ʝ ˈ ɛ̝ sː . t e̞ n 	1
L16S09W01	bad	 b ˈ ɑː d 	1
L16S09W02	om	 ˈ ɔ mː 	1
L16S09W03	en	 ˈ ɛ̝ nː 	0
L16S09W04	filt	 f ˈ ɪ lː t 	1
L17S00W00	Anden	 ˈ a nː . d e̞ n 	1
L17S00W01	simmade	 s ² ɪ mː . a . d e̞ 	1
L17S00W02	i	 ˈ iː 	0
L17S00W03	dammen	 d ˈ a mː . e̞ n 	1
L17S01W00	Bollen	 b ˈ ɔ lː . e̞ n 	1
L17S01W01	studsade	 s t ² ɵ tː . s a . d e̞ 	1
L17S01W02	ut	 ˈ ʉː t 	0
L17S01W03	på	 p ˈ oː 	0
L17S01W04	vägen	 v ˈ ɛː . ɡ e̞ n 	1
L17S02W00	Engelsmannen	 ² ɛ̝ ŋː . e̞ l s . m ˌ a nː . e̞ n 	1
L17S02W01	spelar	 s p ² eː . l a r 	1
L17S02W02	tuba	 t ² ʉː . b a 	1
L17S03W00	Hon	 h ˈ ʊ nː 	1
L17S03W01	köpte	 ɕ ² ø̞ pː . t e̞ 	1
L17S03W02	sex	 s ˈ ɛ̝ kː s 	1
L17S03W03	liter	 l ˈ iː . t e̞ r 	0
L17S03W04	mjölk	 m ʝ ˈ ø̞ lː k 	1
L17S04W00	Farfar	 f ² a rː . f ˌ a rː 	1
L17S04W01	lagar	 l ² ɑː . ɡ a r 	1
L17S04W02	mat	 m ˈ ɑː t 	1
L17S04W03	åt	 ˈ oː t 	0
L17S04W04	barnen	 b ˈ ɑː . ɳ e̞ n 	1
L17S05W00	Mannen	 m ˈ a nː . e̞ n 	1
L17S05W01	vaknade	 v ² ɑː . k n a . d e̞ 	1
L17S05W02	på	 p ˈ oː 	0
L17S05W03	soffan	 s ² ɔ fː . a n 	1
L17S06W00	Pojken	 p ˈ ɔ ʝː . k e̞ n 	1
L17S06W01	skrattade	 s k r ² a tː . a . d e̞ 	1
L17S06W02	åt	 ˈ oː t 	0
L17S06W03	sin	 s ˈ ɪ nː 	0
L17S06W04	kompis	 k ˈ ɔ mː . p ɪ s 	1
L17S07W00	Ungdomarna	 ² ɵ ŋː . d ˌ ʊ mː . a . ɳ a 	1
L17S07W01	köper	 ɕ ˈ øː . p e̞ r 	1
L17S07W02	varsin	 v ˈ a ʂː . ɪ n 	0
L17S07W03	glass	 ɡ l ˈ a sː 	1
L17S08W00	Flickan	 f l ² ɪ kː . a n 	1
L17S08W01	har	 h ˈ ɑː r 	0
L17S08W02	kort	 k ˈ ɔ ʈː 	1
L17S08W03	rött	 r ˈ ø̞ tː 	1
L17S08W04	hår	 h ˈ oː r 	1
L17S09W00	Ett	 ˈ ɛ̝ tː 	0
L17S09W01	grönt	 ɡ r ˈ øː n t 	1
L17S09W02	kuvert	 k ʉ . v ˈ ɛː r 	1
L17S09W03	låg	 l ˈ oː ɡ 	1
L17S09W04	kvar	 k v ˈ ɑː r 	1
L17S09W05	i	 ˈ iː 	0
L17S09W06	köket	 ɕ ˈ øː . k e̞ t 	1
L18S00W00	De	 d ˈ eː 	0
L18S00W01	röda	 r ² øː . d a 	1
L18S00W02	bladen	 b l ˈ ɑː . d e̞ n 	1
L18S00W03	föll	 f ˈ ø̞ lː 	1
L18S00W04	från	 f r ˈ oː n 	0
L18S00W05	trädet	 t r ˈ ɛː . d e̞ t 	1
L18S01W00	Det	 d ˈ ɛː 	0
L18S01W01	finns	 f ˈ ɪ nː s 	0
L18S01W02	två	 t v ˈ oː 	1
L18S01W03	gungor	 ɡ ² ɵ ŋː . ʊ r 	1
L18S01W04	i	 ˈ iː 	0
L18S01W05	parken	 p ˈ a rː . k e̞ n 	1
L18S02W00	Bilen	 b ˈ iː . l e̞ n 	1
L18S02W01	står	 s t ˈ oː r 	1
L18S02W02	fem	 f ˈ ɛ̝ mː 	0
L18S02W03	gator	 ɡ ² ɑː . t ʊ r 	1
L18S02W04	bort	 b ˈ ɔ ʈː 	1
L18S03W00	Dansken	 d ˈ a nː . s k e̞ n 	1
L18S03W01	reser	 r ˈ eː . s e̞ r 	1
L18S03W02	till	 t ˈ ɪ 	0
L18S03W03	Sverige	 s v ˈ ɛ̝ rː . ʝ e̞ 	1
L18S04W00	Flickan	 f l ² ɪ kː . a n 	1
L18S04W01	spiller	 s p ˈ ɪ lː . e̞ r 	1
L18S04W02	sås	 s ˈ oː s 	1
L18S04W03	på	 p ˈ oː 	0
L18S04W04	tröjan	 t r ² ø̞ ʝː . a n 	1
L18S05W00	Han	 h ˈ a nː 	1
L18S05W01	skänkte	 ɧ ² ɛ̝ ŋː k . t e̞ 	1
L18S05W02	vinsten	 v ˈ ɪ nː . s t e̞ n 	1
L18S05W03	till	 t ˈ ɪ lː 	0
L18S05W04	ett	 ˈ ɛ̝ tː 	0
L18S05W05	sjukhus	 ɧ ² ʉː k . h ˌ ʉː s 	1
L18S06W00	Killarna	 k ² ɪ lː . a . ɳ a 	1
L18S06W01	spelar	 s p ² eː . l a 	1
L18S06W02	squash	 s k v ˈ ɔ ʂː 	1
L18S06W03	på	 p ˈ oː 	0
L18S06W04	lördag	 l ˈ øː . ɖ ɑ ɡ 	1
L18S07W00	Tjejen	 ɕ ˈ ɛ̝ ʝː . e̞ n 	1
L18S07W01	hoppade	 h ² ɔ pː . a . d e̞ 	1
L18S07W02	i	 ˈ iː 	0
L18S07W03	snödrivan	 s n ² øː . d r ˌ iː . v a n 	1
L18S08W00	Alla	 ˈ a lː . a 	1
L18S08W01	äpplen	 ² ɛ̝ pː . l e̞ n 	1
L18S08W02	låg	 l ˈ oː ɡ 	0
L18S08W03	på	 p ˈ oː 	0
L18S08W04	marken	 m ˈ a rː . k e̞ n 	1
L18S09W00	Katten	 k ˈ a tː . e̞ n 	1
L18S09W01	ska	 s k ˈ ɑː 	0
L18S09W02	få	 f ˈ oː 	1
L18S09W03	ungar	 ² ɵ ŋː . a r 	1
L19S00W00	Tanten	 t ˈ a nː . t e̞ n 	1
L19S00W01	säljer	 s ˈ ɛ̝ lː . ʝ e̞ r 	1
L19S00W02	en	 ˈ ɛ̝ nː 	0
L19S00W03	gammal	 ɡ ² a mː . a l 	1
L19S00W04	soffa	 s ² ɔ fː . a 	1
L19S01W00	Vi	 v ˈ iː 	1
L19S01W01	ska	 s k ˈ ɑː 	0
L19S01W02	sy	 s ˈ yː 	1
L19S01W03	åtta	 ² ɔ tː . a 	1
L19S01W04	par	 p ˈ ɑː r 	0
L19S01W05	byxor	 b ² ʏ kː . s ʊ r 	1
L19S02W00	Det	 d ˈ ɛː 	0
L19S02W01	låg	 l ˈ oː ɡ 	0
L19S02W02	fem	 f ˈ ɛ̝ mː 	1
L19S02W03	kritor	 k r ² iː . t ʊ r 	1
L19S02W04	i	 ˈ iː 	0
L19S02W05	badkaret	 b ² ɑː d . k ˌ ɑː . r e̞ t 	1
L19S03W00	Hon	 h ˈ ʊ nː 	1
L19S03W01	dök	 d ˈ øː k 	1
L19S03W02	ner	 n ˈ eː r 	0
L19S03W03	i	 ˈ iː 	0
L19S03W04	floden	 f l ˈ uː . d e̞ n 	1
L19S04W00	Temperaturen	 t e̞ m p . r a . t ˈ ʉː . r e̞ n 	1
L19S04W01	sjönk	 ɧ ˈ ø̞ ŋː k 	1
L19S04W02	under	 ˈ ɵ nː . d e̞ r 	1
L19S04W03	noll	 n ˈ ɔ lː 	1
L19S05W00	Optikern	 ˈ ɔ pː . t ɪ . k e̞ ɳ 	1
L19S05W01	ser	 s ˈ eː r 	1
L19S05W02	en	 ˈ ɛ̝ nː 	0
L19S05W03	fågel	 f ˈ oː . ɡ e̞ l 	1
L19S06W00	Fem	 f ˈ ɛ̝ mː 	1
L19S06W01	svarta	 s v ² a ʈː . a 	1
L19S06W02	valpar	 v ² a lː . p a r 	1
L19S06W03	låg	 l ˈ oː ɡ 	1
L19S06W04	på	 p ˈ oː 	0
L19S06W05	filten	 f ˈ ɪ lː . t e̞ n 	1
L19S07W00	Studenten	 s t ʉ . d ˈ ɛ̝ nː . t e̞ n 	1
L19S07W01	vann	 v ˈ a nː 	1
L19S07W02	en	 ˈ ɛ̝ nː 	0
L19S07W03	biobiljett	 b ² iː . ʊ . b ɪ l . ʝ ˌ ɛ̝ tː 	1
L19S08W00	Barnen	 b ˈ ɑː . ɳ e̞ n 	1
L19S08W01	smög	 s m ˈ øː ɡ 	1
L19S08W02	i	 ˈ iː 	0
L19S08W03	buskarna	 b ² ɵ sː . k a . ɳ a 	1
L19S09W00	Kvinnan	 k v ² ɪ nː . a n 	1
L19S09W01	dansade	 d ² a nː . s a . d e̞ 	1
L19S09W02	hela	 h ² eː . l a 	0
L19S09W03	natten	 n ˈ a tː . e̞ n 	1
L20S00W00	Staketet	 s t a . k ˈ eː . t e̞ t 	1
L20S00W01	målades	 m ² oː . l a . d e̞ s 	1
L20S00W02	vitt	 v ˈ ɪ tː 	1
L20S01W00	Längs	 l ˈ ɛ̝ ŋː s 	0
L20S01W01	muren	 m ˈ ʉː . r e̞ n 	1
L20S01W02	växte	 v ² ɛ̝ kː . s t e̞ 	1
L20S01W03	röda	 r ² øː . d a 	1
L20S01W04	liljor	 l ² ɪ lː . ʝ ʊ r 	1
L20S02W00	Barnen	 b ˈ ɑː . ɳ e̞ n 	1
L20S02W01	paddlade	 p ² a dː . l a . d e̞ 	1
L20S02W02	runt	 r ˈ ɵ nː t 	1
L20S02W03	sjön	 ɧ ˈ ø̞ nː 	1
L20S03W00	Fyra	 f ² yː . r a 	1
